comparison_group,method,method_key,n_training_seeds,checkpoint_policy,success_rate_mean,success_rate_std,collision_rate_mean,collision_rate_std,offroad_rate_mean,offroad_rate_std,timeout_rate_mean,timeout_rate_std,route_completion_mean_mean,route_completion_mean_std,episode_cost_mean_mean,episode_cost_mean_std,safety_efficiency_score_mean,safety_efficiency_score_std,paired_safety_eff_wins,paired_safety_eff_ties,paired_safety_eff_losses,notes
main_12_train,Naive PPO stable,naive_stable_multiseed,6,dev-selected per seed,0.440,0.041,0.257,0.056,0.488,0.060,0.560,0.041,0.6981,0.0327,267.99,17.71,-0.585,0.123,3,1,2,"wins/ties/losses counted against FASB for paired safety-efficiency"
main_12_train,Stable FASB-PPO,fasb_stable_multiseed,6,dev-selected per seed,0.435,0.034,0.230,0.042,0.467,0.045,0.565,0.034,0.6879,0.0189,252.10,6.00,-0.544,0.060,2,1,3,"FASB improves mean safety-efficiency, collision, offroad, and cost, but not success/timeout/route"
interim_6_train,Naive PPO stable,naive_stable_first3,3,dev-selected per seed,0.430,0.044,0.267,0.015,0.507,0.025,0.570,0.044,0.7055,0.0392,261.16,20.87,-0.628,0.097,1,1,1,"first three paired seeds: 2000,3000,4000"
interim_6_train,Stable FASB-PPO,fasb_stable_first3,3,dev-selected per seed,0.430,0.030,0.237,0.051,0.457,0.021,0.570,0.030,0.6784,0.0068,248.81,4.31,-0.548,0.069,1,1,1,"first three paired seeds: 2000,3000,4000"
diagnostic_single_run,Base checkpoint,base_single,1,no fine-tuning,0.440,,0.330,,0.450,,0.560,,0.6885,,271.21,,-0.620,,,"","historical baseline"
diagnostic_single_run,Naive PPO stable,naive_stable_single,1,dev-selected,0.440,,0.220,,0.390,,0.560,,0.6828,,245.06,,-0.450,,,"","older single-run result; superseded by multiseed conclusion"
diagnostic_single_run,Fixed-budget stable,fixed_stable_single,1,dev-selected,0.480,,0.230,,0.410,,0.520,,0.7288,,241.40,,-0.420,,,"","older single-run diagnostic"
diagnostic_single_run,Stable FASB-PPO,fasb_stable_single,1,dev-selected,0.530,,0.300,,0.370,,0.470,,0.7330,,230.27,,-0.375,,,"","older single-run result; superseded by multiseed conclusion"
collapsed_diagnostic,Original FASB,fasb_original_collapsed,1,final.zip,0.000,,0.000,,0.000,,1.000,,0.0143,,0.00,,-0.500,,,"","collapsed into timeout"
collapsed_diagnostic,Failed FASB v2,fasb_v2_collapsed,1,final.zip,0.000,,0.370,,0.400,,1.000,,0.0121,,596.30,,-1.270,,,"","collapsed at 300k despite 100k dev looking acceptable"
