block,seed,success_rate,collision_rate,offroad_rate,timeout_rate,route_completion_mean,episode_cost_mean,safety_efficiency_score,winner_safety_eff,winner_success
6_train_first3,2000,-0.06,0.0,-0.06,0.05999999999999994,-0.05107791546867091,-5.719999999999999,-0.029999999999999916,naive,naive
6_train_first3,3000,-0.020000000000000018,0.010000000000000009,-0.03999999999999998,0.019999999999999907,-0.056086720199366336,7.070000000000022,0.0,tie,naive
6_train_first3,4000,0.08000000000000002,-0.10000000000000003,-0.050000000000000044,-0.07999999999999996,0.02588233999070222,-38.389999999999986,0.27,fasb,fasb
12_train_all6,2000,-0.06,0.0,-0.06,0.05999999999999994,-0.05107791546867091,-5.719999999999999,-0.029999999999999916,naive,naive
12_train_all6,3000,-0.020000000000000018,0.010000000000000009,-0.03999999999999998,0.019999999999999907,-0.056086720199366336,7.070000000000022,0.0,tie,naive
12_train_all6,4000,0.08000000000000002,-0.10000000000000003,-0.050000000000000044,-0.07999999999999996,0.02588233999070222,-38.389999999999986,0.27,fasb,fasb
12_train_all6,6000,0.06999999999999995,0.03,-0.15999999999999998,-0.06999999999999995,0.04401234749994887,-35.50999999999999,0.23499999999999993,fasb,fasb
12_train_all6,7000,-0.02999999999999997,-0.11000000000000001,0.12000000000000005,0.030000000000000027,-0.01907488072766017,-7.490000000000009,-0.05500000000000005,naive,naive
12_train_all6,8000,-0.07,0.009999999999999981,0.06,0.06999999999999995,-0.004878598899158537,-15.270000000000039,-0.175,naive,naive
